date,minTemp,maxTemp,GDD,location,lat,lon,tmin,tmax
2022-02-13,NA,NA,2.035,North Platte1,41.084583,-100.780911,22.6,54.07
2022-02-14,NA,NA,0,North Platte1,41.084583,-100.780911,26.06,47.88
2022-02-15,NA,NA,0.0549999999999997,North Platte1,41.084583,-100.780911,25.5,50.11
2022-02-16,NA,NA,0,North Platte1,41.084583,-100.780911,22.73,32.54
2022-02-17,NA,NA,0,North Platte1,41.084583,-100.780911,18.19,34.14
2022-02-18,NA,NA,2.405,North Platte1,41.084583,-100.780911,23.94,54.81
2022-02-19,NA,NA,1.17,North Platte1,41.084583,-100.780911,23.18,52.34
2022-02-20,NA,NA,5.92,North Platte1,41.084583,-100.780911,34.66,61.84
2022-02-21,NA,NA,0,North Platte1,41.084583,-100.780911,6.93,33.01
2022-02-22,NA,NA,0,North Platte1,41.084583,-100.780911,-1.25,11.19
2022-02-23,NA,NA,0,North Platte1,41.084583,-100.780911,0,10.09
2022-02-24,NA,NA,0,North Platte1,41.084583,-100.780911,5.49,16.03
2022-02-25,NA,NA,0,North Platte1,41.084583,-100.780911,5.02,33.28
2022-02-26,NA,NA,0,North Platte1,41.084583,-100.780911,16.02,42.46
2022-02-27,NA,NA,1.86499999999999,North Platte1,41.084583,-100.780911,19.96,53.73
2022-02-28,NA,NA,5.84,North Platte1,41.084583,-100.780911,30.83,61.68
2022-03-01,NA,NA,10.1,North Platte1,41.084583,-100.780911,36.68,70.2
2022-03-02,NA,NA,11.63,North Platte1,41.084583,-100.780911,37.26,73.26
2022-03-03,NA,NA,0,North Platte1,41.084583,-100.780911,25.03,49.14
2022-03-04,NA,NA,2.35,North Platte1,41.084583,-100.780911,28.36,54.7
2022-03-05,NA,NA,0,North Platte1,41.084583,-100.780911,19.63,34.97
2022-03-06,NA,NA,0,North Platte1,41.084583,-100.780911,16.84,30.67
2022-03-07,NA,NA,0,North Platte1,41.084583,-100.780911,16.23,34.7
2022-03-08,NA,NA,0,North Platte1,41.084583,-100.780911,20.16,41.47
2022-03-09,NA,NA,0,North Platte1,41.084583,-100.780911,13.44,22.39
2022-03-10,NA,NA,0,North Platte1,41.084583,-100.780911,12.42,24.49
2022-03-11,NA,NA,0,North Platte1,41.084583,-100.780911,10.54,35.56
2022-03-12,NA,NA,2.98,North Platte1,41.084583,-100.780911,16.16,55.96
2022-03-13,NA,NA,7.02,North Platte1,41.084583,-100.780911,28.72,64.04
2022-03-14,NA,NA,0,North Platte1,41.084583,-100.780911,30.49,48.72
2022-03-15,NA,NA,7.985,North Platte1,41.084583,-100.780911,27.79,65.97
2022-03-16,NA,NA,6.345,North Platte1,41.084583,-100.780911,35.04,62.69
2022-03-17,NA,NA,0,North Platte1,41.084583,-100.780911,33.51,45.97
2022-03-18,NA,NA,3.105,North Platte1,41.084583,-100.780911,29.44,56.21
2022-03-19,NA,NA,6.975,North Platte1,41.084583,-100.780911,31.5,63.95
2022-03-20,NA,NA,7.975,North Platte1,41.084583,-100.780911,36.82,65.95
2022-03-21,NA,NA,0,North Platte1,41.084583,-100.780911,33.89,49.01
2022-03-22,NA,NA,0.674999999999997,North Platte1,41.084583,-100.780911,33.69,51.35
2022-03-23,NA,NA,0,North Platte1,41.084583,-100.780911,26.82,48.18
2022-03-24,NA,NA,8.785,North Platte1,41.084583,-100.780911,24.44,67.57
2022-03-25,NA,NA,2.54,North Platte1,41.084583,-100.780911,38.53,55.08
2022-03-26,NA,NA,3.825,North Platte1,41.084583,-100.780911,32.49,57.65
2022-03-27,NA,NA,2.465,North Platte1,41.084583,-100.780911,27.32,54.93
2022-03-28,NA,NA,7.075,North Platte1,41.084583,-100.780911,29.61,64.15
2022-03-29,NA,NA,0,North Platte1,41.084583,-100.780911,33.73,48.67
2022-03-30,NA,NA,0,North Platte1,41.084583,-100.780911,26.47,41.09
2022-03-31,NA,NA,2.62,North Platte1,41.084583,-100.780911,22.48,55.24
2022-04-01,NA,NA,2.225,North Platte1,41.084583,-100.780911,32.88,54.45
2022-04-02,NA,NA,7.055,North Platte1,41.084583,-100.780911,29.95,64.11
2022-04-03,NA,NA,5.63500000000001,North Platte1,41.084583,-100.780911,35.71,61.27
2022-04-04,NA,NA,8.38,North Platte1,41.084583,-100.780911,31.21,66.76
2022-04-05,NA,NA,4.77,North Platte1,41.084583,-100.780911,36.82,59.54
2022-04-06,NA,NA,0,North Platte1,41.084583,-100.780911,34.36,46.99
2022-04-07,NA,NA,0,North Platte1,41.084583,-100.780911,33.4,49.42
2022-04-08,NA,NA,2.645,North Platte1,41.084583,-100.780911,28.51,55.29
2022-04-09,NA,NA,13.14,North Platte1,41.084583,-100.780911,32.61,76.28
2022-04-10,NA,NA,5.23999999999999,North Platte1,41.084583,-100.780911,37.89,60.48
2022-04-11,NA,NA,7,North Platte1,41.084583,-100.780911,34.47,64
2022-04-12,NA,NA,13.465,North Platte1,41.084583,-100.780911,32.4,76.93
2022-04-13,NA,NA,0,North Platte1,41.084583,-100.780911,20.52,45.19
2022-04-14,NA,NA,2.645,North Platte1,41.084583,-100.780911,21.24,55.29
2022-04-15,NA,NA,0,North Platte1,41.084583,-100.780911,21.61,47.26
2022-04-16,NA,NA,1.955,North Platte1,41.084583,-100.780911,22.69,53.91
2022-04-17,NA,NA,9.72,North Platte1,41.084583,-100.780911,32.09,69.44
2022-04-18,NA,NA,3.77,North Platte1,41.084583,-100.780911,31.73,57.54
2022-04-19,NA,NA,11.95,North Platte1,41.084583,-100.780911,34.74,73.9
2022-04-20,NA,NA,9.7,North Platte1,41.084583,-100.780911,46.02,69.4
2022-04-21,NA,NA,12.26,North Platte1,41.084583,-100.780911,41.68,74.52
2022-04-22,NA,NA,19.78,North Platte1,41.084583,-100.780911,53.56,93.29
2022-04-23,NA,NA,9.475,North Platte1,41.084583,-100.780911,44.62,68.95
2022-04-24,NA,NA,3.905,North Platte1,41.084583,-100.780911,40.28,57.81
2022-04-25,NA,NA,5.13,North Platte1,41.084583,-100.780911,32.9,60.26
2022-04-26,NA,NA,12.555,North Platte1,41.084583,-100.780911,34.99,75.11
2022-04-27,NA,NA,11.32,North Platte1,41.084583,-100.780911,44.19,72.64
2022-04-28,NA,NA,16.09,North Platte1,41.084583,-100.780911,48.02,82.18
2022-04-29,NA,NA,9.385,North Platte1,41.084583,-100.780911,46.44,68.77
2022-04-30,NA,NA,6.165,North Platte1,41.084583,-100.780911,41.97,62.33
2022-05-01,NA,NA,8.11,North Platte1,41.084583,-100.780911,37.72,66.22
2022-05-02,NA,NA,0,North Platte1,41.084583,-100.780911,34.72,43.74
2022-05-03,NA,NA,2.905,North Platte1,41.084583,-100.780911,31.01,55.81
2022-05-04,NA,NA,0.609999999999999,North Platte1,41.084583,-100.780911,39.09,51.22
2022-05-05,NA,NA,2.52,North Platte1,41.084583,-100.780911,41.45,55.04
2022-05-06,NA,NA,15.785,North Platte1,41.084583,-100.780911,39.9,81.57
2022-05-07,NA,NA,13.735,North Platte1,41.084583,-100.780911,48.85,77.47
2022-05-08,NA,NA,12.895,North Platte1,41.084583,-100.780911,49.98,75.79
2022-05-09,NA,NA,13.965,North Platte1,41.084583,-100.780911,51.04,76.89
2022-05-10,NA,NA,12.725,North Platte1,41.084583,-100.780911,50.23,75.22
2022-05-11,NA,NA,21.14,North Platte1,41.084583,-100.780911,56.28,92.89
2022-05-12,NA,NA,22.285,North Platte1,41.084583,-100.780911,58.57,89.74
2022-05-13,NA,NA,15.12,North Platte1,41.084583,-100.780911,48.96,80.24
2022-05-14,NA,NA,15.505,North Platte1,41.084583,-100.780911,49.98,81.01
2022-05-15,NA,NA,14.445,North Platte1,41.084583,-100.780911,52.84,76.05
2022-05-16,NA,NA,18,North Platte1,41.084583,-100.780911,49.69,86.22
2022-05-17,NA,NA,20.985,North Platte1,41.084583,-100.780911,56.89,85.08
2022-05-18,NA,NA,21.42,North Platte1,41.084583,-100.780911,56.84,87.48
2022-05-19,NA,NA,18,North Platte1,41.084583,-100.780911,47.97,94.1
2022-05-20,NA,NA,7.37,North Platte1,41.084583,-100.780911,43.27,64.74
2022-05-21,NA,NA,3.86,North Platte1,41.084583,-100.780911,41.41,57.72
2022-05-22,NA,NA,8.27,North Platte1,41.084583,-100.780911,37.87,66.54
2022-05-23,NA,NA,2.06,North Platte1,41.084583,-100.780911,43.14,54.12
2022-05-24,NA,NA,2.14,North Platte1,41.084583,-100.780911,43.18,54.28
2022-05-25,NA,NA,7.785,North Platte1,41.084583,-100.780911,44.38,65.57
2022-05-26,NA,NA,15.57,North Platte1,41.084583,-100.780911,42.13,81.14
2022-05-27,NA,NA,20.51,North Platte1,41.084583,-100.780911,55.02,93.11
2022-05-28,NA,NA,22.76,North Platte1,41.084583,-100.780911,59.52,95.2
2022-05-29,NA,NA,24.91,North Platte1,41.084583,-100.780911,63.82,86.67
2022-05-30,NA,NA,13.275,North Platte1,41.084583,-100.780911,52.79,73.76
2022-05-31,NA,NA,10.565,North Platte1,41.084583,-100.780911,49.84,71.13
2022-06-01,NA,NA,10.105,North Platte1,41.084583,-100.780911,48.25,70.21
2022-06-02,NA,NA,14.4,North Platte1,41.084583,-100.780911,49.01,78.8
2022-06-03,NA,NA,19.35,North Platte1,41.084583,-100.780911,56.75,81.95
2022-06-04,NA,NA,21.485,North Platte1,41.084583,-100.780911,57.76,85.21
2022-06-05,NA,NA,22.92,North Platte1,41.084583,-100.780911,63.21,82.63
2022-06-06,NA,NA,22.395,North Platte1,41.084583,-100.780911,60.3,84.49
2022-06-07,NA,NA,16.46,North Platte1,41.084583,-100.780911,56.35,76.57
2022-06-08,NA,NA,14.65,North Platte1,41.084583,-100.780911,52.21,77.09
2022-06-09,NA,NA,19.51,North Platte1,41.084583,-100.780911,57.27,81.75
2022-06-10,NA,NA,23.75,North Platte1,41.084583,-100.780911,61.5,87.4
2022-06-11,NA,NA,23.965,North Platte1,41.084583,-100.780911,61.93,94.62
2022-06-12,NA,NA,26.26,North Platte1,41.084583,-100.780911,66.52,96.57
2022-06-13,NA,NA,27.45,North Platte1,41.084583,-100.780911,68.9,106.66
2022-06-14,NA,NA,22.705,North Platte1,41.084583,-100.780911,59.41,88.79
2022-06-15,NA,NA,20.09,North Platte1,41.084583,-100.780911,54.18,87.66
2022-06-16,NA,NA,23.03,North Platte1,41.084583,-100.780911,60.06,95.67
2022-06-17,NA,NA,26.225,North Platte1,41.084583,-100.780911,66.45,101.28
2022-06-18,NA,NA,29.36,North Platte1,41.084583,-100.780911,72.72,100.67
2022-06-19,NA,NA,31.06,North Platte1,41.084583,-100.780911,76.12,98.49
2022-06-20,NA,NA,31.07,North Platte1,41.084583,-100.780911,76.14,99.63
2022-06-21,NA,NA,26.425,North Platte1,41.084583,-100.780911,67.41,85.44
2022-06-22,NA,NA,25.225,North Platte1,41.084583,-100.780911,64.45,90.16
2022-06-23,NA,NA,26.125,North Platte1,41.084583,-100.780911,66.25,97.52
2022-06-24,NA,NA,27.315,North Platte1,41.084583,-100.780911,68.63,96.46
2022-06-25,NA,NA,21.07,North Platte1,41.084583,-100.780911,61.18,80.96
2022-06-26,NA,NA,19.225,North Platte1,41.084583,-100.780911,57.94,80.51
2022-06-27,NA,NA,23.94,North Platte1,41.084583,-100.780911,61.88,86.34
2022-06-28,NA,NA,23.165,North Platte1,41.084583,-100.780911,60.33,97.66
2022-06-29,NA,NA,27.16,North Platte1,41.084583,-100.780911,68.32,102.04
2022-06-30,NA,NA,28.305,North Platte1,41.084583,-100.780911,70.61,94.26
2022-07-01,NA,NA,25.36,North Platte1,41.084583,-100.780911,64.72,86.29
2022-07-02,NA,NA,25.38,North Platte1,41.084583,-100.780911,64.76,89.04
2022-07-03,NA,NA,25.895,North Platte1,41.084583,-100.780911,67.05,84.74
2022-07-04,NA,NA,28.495,North Platte1,41.084583,-100.780911,70.99,99.46
2022-07-05,NA,NA,29.845,North Platte1,41.084583,-100.780911,73.69,100.67
2022-07-06,NA,NA,28.17,North Platte1,41.084583,-100.780911,70.34,87.42
2022-07-07,NA,NA,26.615,North Platte1,41.084583,-100.780911,67.23,89.15
2022-07-08,NA,NA,24.31,North Platte1,41.084583,-100.780911,62.62,91.62
2022-07-09,NA,NA,26.855,North Platte1,41.084583,-100.780911,67.71,99.27
2022-07-10,NA,NA,29.645,North Platte1,41.084583,-100.780911,73.29,109.2
2022-07-11,NA,NA,26.235,North Platte1,41.084583,-100.780911,66.47,87.44
2022-07-12,NA,NA,24.795,North Platte1,41.084583,-100.780911,63.59,92.57
2022-07-13,NA,NA,27.225,North Platte1,41.084583,-100.780911,68.45,99.52
2022-07-14,NA,NA,29.5,North Platte1,41.084583,-100.780911,73,107.51
2022-07-15,NA,NA,31.285,North Platte1,41.084583,-100.780911,76.57,100.89
2022-07-16,NA,NA,30.485,North Platte1,41.084583,-100.780911,74.97,97.39
2022-07-17,NA,NA,28.485,North Platte1,41.084583,-100.780911,70.97,98.26
2022-07-18,NA,NA,28.61,North Platte1,41.084583,-100.780911,71.22,103.17
2022-07-19,NA,NA,29.585,North Platte1,41.084583,-100.780911,73.17,102.02
2022-07-20,NA,NA,27.395,North Platte1,41.084583,-100.780911,68.79,99.23
2022-07-21,NA,NA,28.18,North Platte1,41.084583,-100.780911,70.36,103.1
2022-07-22,NA,NA,27.125,North Platte1,41.084583,-100.780911,68.25,96.4
2022-07-23,NA,NA,30.4,North Platte1,41.084583,-100.780911,74.8,106.84
2022-07-24,NA,NA,26.72,North Platte1,41.084583,-100.780911,67.44,91.99
2022-07-25,NA,NA,22.745,North Platte1,41.084583,-100.780911,63.88,81.61
2022-07-26,NA,NA,25.27,North Platte1,41.084583,-100.780911,64.54,91.49
2022-07-27,NA,NA,26.71,North Platte1,41.084583,-100.780911,67.42,87.21
2022-07-28,NA,NA,21.98,North Platte1,41.084583,-100.780911,62.24,81.72
2022-07-29,NA,NA,21.84,North Platte1,41.084583,-100.780911,63.39,80.29
2022-07-30,NA,NA,22.59,North Platte1,41.084583,-100.780911,59.18,86.16
2022-07-31,NA,NA,25.39,North Platte1,41.084583,-100.780911,64.78,98.94
2022-08-01,NA,NA,27.55,North Platte1,41.084583,-100.780911,69.1,99.5
2022-08-02,NA,NA,29.185,North Platte1,41.084583,-100.780911,72.37,104.59
2022-08-03,NA,NA,28.375,North Platte1,41.084583,-100.780911,70.75,97
2022-08-04,NA,NA,27.27,North Platte1,41.084583,-100.780911,68.54,97.02
2022-08-05,NA,NA,28.935,North Platte1,41.084583,-100.780911,71.87,102
2022-08-06,NA,NA,29.54,North Platte1,41.084583,-100.780911,73.15,85.93
2022-08-07,NA,NA,20.45,North Platte1,41.084583,-100.780911,63.9,77
2022-08-08,NA,NA,22.31,North Platte1,41.084583,-100.780911,58.62,90.59
2022-08-09,NA,NA,25.67,North Platte1,41.084583,-100.780911,65.34,97.59
2022-08-10,NA,NA,27.115,North Platte1,41.084583,-100.780911,68.23,100.54
2022-08-11,NA,NA,27.655,North Platte1,41.084583,-100.780911,69.31,99.3
2022-08-12,NA,NA,26.075,North Platte1,41.084583,-100.780911,66.15,102.34
2022-08-13,NA,NA,27.52,North Platte1,41.084583,-100.780911,69.04,99.12
2022-08-14,NA,NA,26.98,North Platte1,41.084583,-100.780911,67.96,99.64
2022-08-15,NA,NA,25.975,North Platte1,41.084583,-100.780911,65.95,92.79
2022-08-16,NA,NA,20.855,North Platte1,41.084583,-100.780911,63.79,77.92
2022-08-17,NA,NA,22.385,North Platte1,41.084583,-100.780911,60.17,84.6
2022-08-18,NA,NA,23.465,North Platte1,41.084583,-100.780911,60.93,93.81
2022-08-19,NA,NA,25.37,North Platte1,41.084583,-100.780911,64.74,87.22
2022-08-20,NA,NA,22.94,North Platte1,41.084583,-100.780911,59.88,87.76
2022-08-21,NA,NA,23.715,North Platte1,41.084583,-100.780911,61.43,90.48
2022-08-22,NA,NA,24.595,North Platte1,41.084583,-100.780911,63.19,93.92
2022-08-23,NA,NA,25.18,North Platte1,41.084583,-100.780911,64.36,94.35
2022-08-24,NA,NA,24.525,North Platte1,41.084583,-100.780911,63.05,96.37
2022-08-25,NA,NA,25.145,North Platte1,41.084583,-100.780911,64.29,96.67
2022-08-26,NA,NA,27.115,North Platte1,41.084583,-100.780911,68.23,95.27
2022-08-27,NA,NA,26.595,North Platte1,41.084583,-100.780911,67.19,93.58
2022-08-28,NA,NA,26.405,North Platte1,41.084583,-100.780911,66.81,101.98
2022-08-29,NA,NA,26.945,North Platte1,41.084583,-100.780911,67.89,91.65
2022-08-30,NA,NA,24.85,North Platte1,41.084583,-100.780911,63.7,95.27
2022-08-31,NA,NA,27.065,North Platte1,41.084583,-100.780911,68.13,96.87
2022-09-01,NA,NA,25.765,North Platte1,41.084583,-100.780911,65.53,95.59
2022-09-02,NA,NA,27.395,North Platte1,41.084583,-100.780911,68.79,100.08
2022-09-03,NA,NA,24.31,North Platte1,41.084583,-100.780911,62.62,90.73
2022-09-04,NA,NA,21.565,North Platte1,41.084583,-100.780911,57.13,89.22
2022-09-05,NA,NA,22.815,North Platte1,41.084583,-100.780911,59.63,95.36
2022-09-06,NA,NA,24.425,North Platte1,41.084583,-100.780911,62.85,104.18
2022-09-07,NA,NA,25.46,North Platte1,41.084583,-100.780911,64.92,100.27
2022-09-08,NA,NA,26.415,North Platte1,41.084583,-100.780911,66.83,103.95
2022-09-09,NA,NA,14.48,North Platte1,41.084583,-100.780911,54.37,74.59
2022-09-10,NA,NA,11.8,North Platte1,41.084583,-100.780911,52.18,71.42
2022-09-11,NA,NA,13.86,North Platte1,41.084583,-100.780911,47.86,77.72
2022-09-12,NA,NA,19.025,North Platte1,41.084583,-100.780911,52.05,90
2022-09-13,NA,NA,21.44,North Platte1,41.084583,-100.780911,56.88,96.01
2022-09-14,NA,NA,25.695,North Platte1,41.084583,-100.780911,65.39,88.81
2022-09-15,NA,NA,26.145,North Platte1,41.084583,-100.780911,66.29,87.58
2022-09-16,NA,NA,23.86,North Platte1,41.084583,-100.780911,61.72,87.44
2022-09-17,NA,NA,22.7,North Platte1,41.084583,-100.780911,62.89,82.51
2022-09-18,NA,NA,22.015,North Platte1,41.084583,-100.780911,58.03,87.12
2022-09-19,NA,NA,24.13,North Platte1,41.084583,-100.780911,62.26,97.07
2022-09-20,NA,NA,25.695,North Platte1,41.084583,-100.780911,65.39,98.01
2022-09-21,NA,NA,12.555,North Platte1,41.084583,-100.780911,55.62,69.49
2022-09-22,NA,NA,3.745,North Platte1,41.084583,-100.780911,49.15,57.49
2022-09-23,NA,NA,15.775,North Platte1,41.084583,-100.780911,49.19,81.55
2022-09-24,NA,NA,18.855,North Platte1,41.084583,-100.780911,52.14,85.57
2022-09-25,NA,NA,14.255,North Platte1,41.084583,-100.780911,51.24,77.27
2022-09-26,NA,NA,16.085,North Platte1,41.084583,-100.780911,48.65,82.17
2022-09-27,NA,NA,18.355,North Platte1,41.084583,-100.780911,55.89,80.82
2022-09-28,NA,NA,14.32,North Platte1,41.084583,-100.780911,50.22,78.42
2022-09-29,NA,NA,17.93,North Platte1,41.084583,-100.780911,51.48,84.38
2022-09-30,NA,NA,20.195,North Platte1,41.084583,-100.780911,54.95,85.44
2022-10-01,NA,NA,20.98,North Platte1,41.084583,-100.780911,55.96,87.12
2022-10-02,NA,NA,22.105,North Platte1,41.084583,-100.780911,58.21,86.13
2022-10-03,NA,NA,18.555,North Platte1,41.084583,-100.780911,56.53,80.58
2022-10-04,NA,NA,14.01,North Platte1,41.084583,-100.780911,54.19,73.83
2022-10-05,NA,NA,12.77,North Platte1,41.084583,-100.780911,50.02,75.52
2022-10-06,NA,NA,9.81,North Platte1,41.084583,-100.780911,41.95,69.62
2022-10-07,NA,NA,0,North Platte1,41.084583,-100.780911,34.47,47.79
2022-10-08,NA,NA,8.2,North Platte1,41.084583,-100.780911,36.46,66.4
2022-10-09,NA,NA,12.195,North Platte1,41.084583,-100.780911,41.56,74.39
2022-10-10,NA,NA,14.96,North Platte1,41.084583,-100.780911,44.33,79.92
2022-10-11,NA,NA,17.595,North Platte1,41.084583,-100.780911,45.43,85.19
2022-10-12,NA,NA,5.695,North Platte1,41.084583,-100.780911,42.78,61.39
2022-10-13,NA,NA,5.83,North Platte1,41.084583,-100.780911,41.54,61.66
2022-10-14,NA,NA,11.495,North Platte1,41.084583,-100.780911,43.72,72.99
2022-10-15,NA,NA,8.35,North Platte1,41.084583,-100.780911,46.54,66.7
2022-10-16,NA,NA,5.155,North Platte1,41.084583,-100.780911,37.4,60.31
2022-10-17,NA,NA,4.185,North Platte1,41.084583,-100.780911,33.13,58.37
2022-10-18,NA,NA,3.625,North Platte1,41.084583,-100.780911,30.2,57.25
2022-10-19,NA,NA,11.675,North Platte1,41.084583,-100.780911,34.02,73.35
2022-10-20,NA,NA,14.03,North Platte1,41.084583,-100.780911,44.49,78.06
2022-10-21,NA,NA,14.345,North Platte1,41.084583,-100.780911,47.62,78.69
2022-10-22,NA,NA,16.03,North Platte1,41.084583,-100.780911,47.59,82.06
2022-10-23,NA,NA,16.09,North Platte1,41.084583,-100.780911,44.08,82.18
2022-10-24,NA,NA,2.6,North Platte1,41.084583,-100.780911,37.02,55.2
2022-10-25,NA,NA,6.895,North Platte1,41.084583,-100.780911,32.59,63.79
2022-10-26,NA,NA,0,North Platte1,41.084583,-100.780911,37.65,49.96
2022-10-27,NA,NA,3.68,North Platte1,41.084583,-100.780911,37.58,57.36
2022-10-28,NA,NA,7.055,North Platte1,41.084583,-100.780911,39.51,64.11
2022-10-29,NA,NA,9.65,North Platte1,41.084583,-100.780911,39.2,69.3
2022-10-30,NA,NA,7.82,North Platte1,41.084583,-100.780911,38.26,65.64
2022-10-31,NA,NA,10.09,North Platte1,41.084583,-100.780911,36.46,70.18
2022-11-01,NA,NA,12.285,North Platte1,41.084583,-100.780911,41.07,74.57
2022-11-02,NA,NA,13.475,North Platte1,41.084583,-100.780911,48.85,76.95
2022-11-03,NA,NA,1.81,North Platte1,41.084583,-100.780911,32.49,53.62
2022-11-04,NA,NA,0,North Platte1,41.084583,-100.780911,31.06,46.94
2022-11-05,NA,NA,8.405,North Platte1,41.084583,-100.780911,30.02,66.81
2022-11-06,NA,NA,2.995,North Platte1,41.084583,-100.780911,35.47,55.99
2022-11-07,NA,NA,1.305,North Platte1,41.084583,-100.780911,33.62,52.61
2022-11-08,NA,NA,9.82,North Platte1,41.084583,-100.780911,40.64,69.64
2022-11-09,NA,NA,12.26,North Platte1,41.084583,-100.780911,36.64,74.52
2022-11-10,NA,NA,0,North Platte1,41.084583,-100.780911,22.3,46.69
2022-11-11,NA,NA,0,North Platte1,41.084583,-100.780911,18.54,34.52
2022-11-12,NA,NA,0,North Platte1,41.084583,-100.780911,19.51,41.77
2022-11-13,NA,NA,0,North Platte1,41.084583,-100.780911,20.84,41.47
2022-11-14,NA,NA,0,North Platte1,41.084583,-100.780911,22.78,36.81
2022-11-15,NA,NA,0,North Platte1,41.084583,-100.780911,20.46,32.74
2022-11-16,NA,NA,0,North Platte1,41.084583,-100.780911,19.49,36.97
2022-11-17,NA,NA,0,North Platte1,41.084583,-100.780911,16.16,29.98
2022-11-18,NA,NA,0,North Platte1,41.084583,-100.780911,10.09,28.15
2022-11-19,NA,NA,0,North Platte1,41.084583,-100.780911,17.71,36.46
2022-11-20,NA,NA,0,North Platte1,41.084583,-100.780911,21.13,49.89
2022-11-21,NA,NA,0.245000000000005,North Platte1,41.084583,-100.780911,26.22,50.49
2022-11-22,NA,NA,1.45,North Platte1,41.084583,-100.780911,28.09,52.9
2022-11-23,NA,NA,2.45,North Platte1,41.084583,-100.780911,30.34,54.9
2022-11-24,NA,NA,0,North Platte1,41.084583,-100.780911,26.8,47.57
2022-11-25,NA,NA,3.4,North Platte1,41.084583,-100.780911,26.92,56.8
2022-11-26,NA,NA,3.925,North Platte1,41.084583,-100.780911,29.71,57.85
2022-11-27,NA,NA,0,North Platte1,41.084583,-100.780911,28.22,47.1
2022-11-28,NA,NA,2.995,North Platte1,41.084583,-100.780911,27.84,55.99
2022-11-29,NA,NA,0,North Platte1,41.084583,-100.780911,20.17,29.61
2022-11-30,NA,NA,0,North Platte1,41.084583,-100.780911,19.24,35.89
2022-12-01,NA,NA,0,North Platte1,41.084583,-100.780911,23.7,48.96
2022-12-02,NA,NA,0,North Platte1,41.084583,-100.780911,21.24,46.8
2022-12-03,NA,NA,0,North Platte1,41.084583,-100.780911,21.22,42.78
2022-12-04,NA,NA,0,North Platte1,41.084583,-100.780911,25.66,48.96
2022-12-05,NA,NA,0,North Platte1,41.084583,-100.780911,25.97,38.57
2022-12-06,NA,NA,0,North Platte1,41.084583,-100.780911,27.01,47.35
2022-12-07,NA,NA,0,North Platte1,41.084583,-100.780911,24.28,38.37
2022-12-08,NA,NA,0,North Platte1,41.084583,-100.780911,23.54,36.91
2022-12-09,NA,NA,0,North Platte1,41.084583,-100.780911,25.79,46.6
2022-12-10,NA,NA,0,North Platte1,41.084583,-100.780911,27.73,46.54
2022-12-11,NA,NA,0,North Platte1,41.084583,-100.780911,27.39,46.54
2022-12-12,NA,NA,0,North Platte1,41.084583,-100.780911,29.88,44.37
2022-12-13,NA,NA,0,North Platte1,41.084583,-100.780911,22.64,43.59
2022-12-14,NA,NA,0,North Platte1,41.084583,-100.780911,21.78,27.52
2022-12-15,NA,NA,0,North Platte1,41.084583,-100.780911,21.7,30.47
2022-12-16,NA,NA,0,North Platte1,41.084583,-100.780911,17.78,29.53
2022-12-17,NA,NA,0,North Platte1,41.084583,-100.780911,15.4,35.24
2022-12-18,NA,NA,0,North Platte1,41.084583,-100.780911,15.55,38.89
2022-12-19,NA,NA,0,North Platte1,41.084583,-100.780911,6.37,28.54
2022-12-20,NA,NA,0,North Platte1,41.084583,-100.780911,4.39,17.87
2022-12-21,NA,NA,0,North Platte1,41.084583,-100.780911,-9.53,34.07
2022-12-22,NA,NA,0,North Platte1,41.084583,-100.780911,-12.19,0.28
2022-12-23,NA,NA,0,North Platte1,41.084583,-100.780911,-6.11,11.8
2022-12-24,NA,NA,0,North Platte1,41.084583,-100.780911,0.09,21.61
2022-12-25,NA,NA,0,North Platte1,41.084583,-100.780911,13.1,41.54
2022-12-26,NA,NA,0,North Platte1,41.084583,-100.780911,6.37,31.19
2022-12-27,NA,NA,0.295000000000002,North Platte1,41.084583,-100.780911,26.42,50.59
2022-12-28,NA,NA,0,North Platte1,41.084583,-100.780911,33.35,44.4
2022-12-29,NA,NA,0,North Platte1,41.084583,-100.780911,23.02,35.83
2022-12-30,NA,NA,0,North Platte1,41.084583,-100.780911,19.98,38.95
2022-12-31,NA,NA,0,North Platte1,41.084583,-100.780911,25.84,47.17
2022-01-01,NA,NA,0,North Platte2,41.084583,-100.780911,3.63,11.73
2022-01-02,NA,NA,0,North Platte2,41.084583,-100.780911,6.6,39.07
2022-01-03,NA,NA,0,North Platte2,41.084583,-100.780911,23.43,46.54
2022-01-04,NA,NA,1.465,North Platte2,41.084583,-100.780911,20.62,52.93
2022-01-05,NA,NA,0,North Platte2,41.084583,-100.780911,3.4,20.08
